ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
1431,1.0,1.0,,1.0,0.0,0.0,0.0,0.041666667,0.09,-0.29,-0.29,21.0,,12164.9,119,G365D,agriculture,34.0,0
1432,,1.0,,,0.0,0.0,0.0,0.0,0.07,-0.14,-0.49,138.0,299.0,545684.99,119,G365D,agriculture,34.0,0
1433,0.9,1.05,0.88,1.21,0.0,1.0,0.0,0.25,0.09,,-0.59,15.0,,987279.37,117,G365D,agriculture,43.0,0
1434,0.28,1.89,0.32,0.88,0.0,0.0,0.0,0.0,3.12,,-0.23,82.0,154.0,5956.94,118,G365D,student,27.0,0
1435,0.73,1.12,0.5,1.5,0.0,0.0,0.0,0.018248175,-0.11,-0.25,-0.2,180.0,,10803293.72,117,G365D,housewife,40.0,0
1436,0.43,1.09,0.62,1.75,0.0,1.0,0.0,0.055555556,0.06,,0.26,136.0,228.0,728651.48,117,G365D,agriculture,33.0,0
1437,0.67,1.13,1.13,0.9,0.0,0.0,0.0,0.0,0.28,0.55,-0.12,203.0,,24064714.4,119,G365D,student,20.0,0
1438,0.52,1.59,1.69,2.72,0.0,0.0,0.0,0.0,0.02,0.74,0.2,84.0,,129049.78,119,G365D,student,20.0,0
1439,0.92,1.09,1.04,1.2,0.0,0.0,0.0,0.0,-0.03,-0.44,-0.09,284.0,,1199.11,116,G365D,selfemployed,42.0,0
1440,0.52,1.26,1.19,0.97,1.0,0.0,0.0,0.0,-0.1,0.22,-0.21,118.0,,25067.0,118,G365D,student,29.0,0
1441,0.43,0.92,0.91,0.92,0.0,0.0,0.0,0.010752688,,,-0.49,1.0,,49802.91,119,G365D,selfemployed,34.0,0
1442,0.57,0.99,0.48,1.6,0.0,0.0,0.0,0.0,-0.39,,-0.12,99.0,,1661141.05,117,G365D,agriculture,29.0,0
1443,0.42,0.78,0.93,1.06,0.0,0.0,0.0,0.0,0.05,-0.36,0.65,93.0,,182032.26,117,G365D,salaried,38.0,0
1444,0.7,1.13,1.18,1.62,0.0,0.0,0.0,0.082910321,-0.06,,-0.55,52.0,,23920219.76,119,G365D,selfemployed,10.0,0
1445,,1.0,,,0.0,1.0,0.0,0.086587436,0.02,0.03,-0.34,98.0,227.0,159574.6,117,G365D,selfemployed,56.0,0
1446,0.42,0.89,1.18,0.79,0.0,1.0,0.0,0.083548665,2.04,0.59,-0.19,70.0,,94873.84,116,G365D,salaried,36.0,0
1447,0.0,,0.0,,0.0,1.0,0.0,0.007462687,0.0,,-0.09,6.0,,88687.22,116,G365D,agriculture,37.0,0
1448,0.45,1.14,0.22,0.8,0.0,0.0,0.0,0.0,0.5,-0.41,-0.5,35.0,75.0,192250.66,119,G365D,housewife,46.0,0
1449,0.65,1.17,0.77,1.33,0.0,0.0,0.0,0.0,0.15,1.45,0.95,83.0,185.0,476824.83,118,G365D,housewife,46.0,0
1450,0.58,0.35,0.4,0.49,0.0,0.0,0.0,0.0,-0.08,-0.03,-0.04,153.0,,6097.8,97,G365D,agriculture,37.0,0
1451,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,-0.05,5.66,-0.5,58.0,,933584.03,116,G365D,selfemployed,38.0,0
1452,0.47,0.62,0.82,0.51,0.0,0.0,0.0,0.0,-0.59,-0.34,-0.62,26.0,,600610.1,119,G365D,agriculture,25.0,0
1453,0.73,1.14,0.97,1.29,0.0,0.0,0.0,0.007604563,-0.01,0.57,-0.37,59.0,,668837.04,117,G365D,selfemployed,39.0,0
1454,0.48,1.66,1.59,2.93,1.0,0.0,0.0,0.0,0.0,-0.18,-0.07,81.0,,304542.92,116,G365D,selfemployed,3.0,0
1455,0.55,1.21,1.06,1.18,0.0,0.0,0.0,0.0,-0.07,,-0.34,58.0,,5030255.26,118,G365D,selfemployed,44.0,0
1456,0.4,1.28,1.01,1.75,0.0,0.0,0.0,0.007177033,0.04,0.75,-0.24,332.0,,102354.2,116,G365D,student,24.0,0
1457,0.48,1.2,1.0,0.74,0.0,0.0,0.0,0.017857143,0.36,-0.3,-0.54,351.0,,652670.53,116,G365D,agriculture,30.0,0
1458,,,,,1.0,0.0,0.0,0.0,-0.21,-0.28,-0.35,35.0,,344537.84,118,G365D,agriculture,28.0,0
1459,0.49,1.12,1.31,1.78,0.0,0.0,0.0,0.0,,-0.22,-0.48,35.0,,1670637.88,118,G365D,selfemployed,42.0,0
1460,0.47,1.21,0.94,1.63,0.0,1.0,0.25,0.125,,-0.13,-0.45,39.0,,254948.82,118,G365D,student,28.0,0
1461,0.5,0.59,0.0,1.33,0.0,0.0,0.0,0.004608295,,,,,3.0,15198463.36,116,G365D,agriculture,31.0,0
1462,0.54,0.65,0.28,1.68,0.0,0.0,0.0,0.0,0.19,0.0,-0.28,29.0,66.0,69764.34,116,G365D,salaried,36.0,0
1463,0.83,2.5,1.75,3.5,0.0,0.0,0.0,0.0,2.71,0.27,0.65,67.0,,918620.04,116,G365D,housewife,41.0,0
1464,0.48,1.24,0.89,1.49,0.0,0.0,0.0,0.0,,,-0.48,,3.0,637839.49,117,G365D,salaried,32.0,0
1465,0.61,1.15,1.07,1.13,1.0,0.0,0.0,0.0,-0.14,1.04,0.32,103.0,199.0,629502.99,115,G365D,agriculture,19.0,0
1466,0.41,1.89,0.61,1.32,0.0,0.0,0.0,0.111111111,-0.19,,0.07,27.0,53.0,63920.0,117,G365D,student,23.0,0
1467,0.43,1.45,0.98,1.36,1.0,0.0,0.0,0.0,-0.02,,-0.39,39.0,84.0,62762.37,116,G365D,student,29.0,0
1468,0.36,0.98,0.86,0.76,0.0,0.0,0.0,0.0,-0.29,-0.62,-0.69,16.0,,157500.29,117,G365D,agriculture,36.0,0
1469,0.53,1.08,0.61,0.72,0.0,0.0,0.0,0.5,,0.03,0.31,114.0,312.0,1373985.59,117,G365D,selfemployed,49.0,0
1470,0.73,1.45,0.96,1.69,0.0,0.0,0.071428571,0.0,-0.12,-0.32,0.09,86.0,,510806.48,116,G365D,selfemployed,49.0,0
1471,0.47,1.07,0.93,1.22,0.0,0.0,0.03125,0.028301887,,0.0,16.64,2.0,2.0,337838.26,116,G365D,selfemployed,49.0,0
1472,0.42,1.13,1.09,2.12,0.0,0.0,0.0,0.0,0.59,,-0.53,91.0,,169425.56,117,G365D,selfemployed,49.0,0
1473,0.61,0.96,1.07,1.36,0.0,0.0,0.0,0.0,2.87,-0.4,-0.63,97.0,,11090.11,117,G365D,student,27.0,0
1474,1.0,1.0,1.0,1.0,0.0,1.0,0.005681818,0.003367003,-0.01,0.08,-0.02,538.0,1177.0,5219869.11,106,G365D,selfemployed,42.0,0
1475,0.47,1.17,0.83,1.74,0.0,0.0,0.0,0.0,-0.04,0.12,-0.04,530.0,1160.0,444343.44,116,G365D,selfemployed,42.0,0
1476,0.54,1.0,1.07,0.76,0.0,0.0,0.0,0.0,0.35,-0.23,-0.14,84.0,,11489774.2,115,G365D,housewife,40.0,0
1477,0.52,1.74,1.3,3.02,0.0,0.0,0.059701493,0.177631579,0.02,-0.28,-0.43,127.0,,52655453.12,118,G365D,student,28.0,0
1478,,1.0,,,0.0,0.0,0.002762431,0.023391813,-0.12,,-0.37,67.0,105.0,170499.6,118,G365D,agriculture,40.0,0
1479,0.45,1.35,1.17,1.34,0.0,0.0,0.0,0.0,-0.39,0.07,-0.03,102.0,203.0,118730.52,117,G365D,selfemployed,37.0,0
1480,0.42,0.8,0.94,1.02,0.0,0.0,0.0,0.0,0.07,0.0,0.0,58.0,,1180196.14,116,G365D,salaried,33.0,0
1481,0.25,3.17,0.0,0.0,0.0,1.0,0.0,0.032,0.16,0.3,0.07,215.0,417.0,1155533.25,117,G365D,salaried,33.0,0
1482,0.98,1.01,1.04,1.02,0.0,0.0,0.0,0.0,0.08,-0.14,-0.37,121.0,,63812.11,115,G365D,salaried,44.0,0
1483,0.45,1.73,2.13,2.62,0.0,0.0,0.0,0.0,-0.1,0.02,-0.06,68.0,111.0,53057.7,117,G365D,salaried,64.0,0
1484,0.6,0.71,0.52,0.9,0.0,0.0,0.0,0.0,,,0.0,,,251201.0,116,G365D,selfemployed,31.0,0
1485,0.43,1.17,1.11,2.01,0.0,0.0,0.0,0.0,0.21,-0.36,-0.39,194.0,,90316.31,117,G365D,student,28.0,0
1486,0.53,1.25,1.05,1.63,0.0,0.0,0.666666667,0.0,-0.35,12.56,0.52,29.0,,2995742.67,116,G365D,selfemployed,13.0,0
1487,0.58,1.26,0.0,1.99,0.0,0.0,0.0,0.0,,3.69,1.45,,7.0,1732890.19,116,G365D,housewife,45.0,0
1488,0.49,1.43,1.63,1.84,1.0,3.0,0.0,0.069767442,-0.1,-0.08,-0.46,38.0,,1688131.04,116,G365D,salaried,43.0,0
1489,0.62,1.05,1.2,1.54,0.0,0.0,0.0,0.0,-0.12,-0.45,-0.65,49.0,,741578.44,115,G365D,selfemployed,35.0,0
1490,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,-0.03,-0.47,-0.4,86.0,,52839.41,115,G365D,student,20.0,0
1491,0.73,1.12,1.26,1.93,0.0,4.0,0.0,0.090909091,0.0,,-0.19,6.0,,494882.88,115,G365D,housewife,53.0,0
1492,0.57,0.94,1.01,0.84,0.0,0.0,0.0,0.0,0.1,-0.13,-0.16,99.0,,410796.12,114,G365D,student,20.0,0
1493,0.31,0.94,0.93,0.66,0.0,0.0,0.0,0.023255814,-0.15,,-0.16,25.0,,2070336.28,117,G365D,selfemployed,39.0,0
1494,0.39,1.04,0.75,0.83,0.0,1.0,0.0,0.666666667,-0.13,0.43,0.25,66.0,,32059.4,117,G365D,salaried,31.0,0
1495,0.5,1.0,1.0,1.75,0.0,0.0,0.0,0.0,0.03,-0.25,-0.34,269.0,631.0,199627.41,116,G365D,salaried,39.0,0
1496,0.55,1.65,0.3,2.63,0.0,0.0,0.0,0.075697211,-0.13,-0.53,-0.35,84.0,,7405063.89,116,G365D,student,27.0,0
1497,0.46,1.44,0.78,2.1,1.0,0.0,0.0,0.0,-0.39,24.44,-0.57,85.0,,11442383.25,114,G365D,selfemployed,31.0,0
1498,0.75,1.09,0.94,1.41,0.0,0.0,0.0,0.003378378,0.14,-0.55,-0.28,93.0,251.0,327951.36,115,G365D,selfemployed,62.0,0
1499,0.65,1.05,0.9,1.47,0.0,0.0,0.0,0.016666667,0.07,-0.08,0.44,86.0,,41645.72,116,G365D,agriculture,36.0,0
1500,0.4,0.91,0.96,0.95,0.0,0.0,0.0,0.0,-0.22,-0.15,-0.25,66.0,,636278.88,116,G365D,selfemployed,46.0,0
1501,0.46,1.62,0.46,2.33,0.0,0.0,0.0,0.0,-0.01,-0.52,-0.08,100.0,,132880.0,114,G365D,selfemployed,45.0,0
1502,0.44,0.97,1.05,0.85,0.0,0.0,0.0,0.0,0.1,-0.68,-0.68,48.0,,304702.0,117,G365D,housewife,29.0,0
1503,0.46,0.92,1.01,0.95,0.0,0.0,0.0,0.0,0.01,-0.01,-0.27,132.0,267.0,31485.24,116,G365D,agriculture,31.0,0
1504,0.46,1.01,1.05,1.07,0.0,1.0,0.006666667,0.006968641,,-0.14,-0.05,42.0,109.0,4135674.72,115,G365D,agriculture,29.0,0
1505,0.46,1.0,0.99,0.99,0.0,0.0,0.214285714,0.0,0.1,-0.09,-0.01,123.0,,906735.18,117,G365D,selfemployed,25.0,0
1506,0.46,0.96,0.98,0.91,0.0,0.0,0.0,0.0,0.1,-0.05,0.29,40.0,42.0,8071440.01,115,G365D,selfemployed,36.0,0
1507,0.41,1.29,0.77,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,351033.52,115,G365D,salaried,10.0,0
1508,0.42,0.92,1.2,1.01,0.0,1.0,0.0,0.111111111,-0.15,0.29,-0.6,79.0,,835327.81,114,G365D,salaried,37.0,0
1509,0.65,1.0,0.72,1.39,0.0,0.0,0.0,0.0,0.13,,0.01,198.0,,215090.59,114,G365D,agriculture,40.0,0
1510,0.45,0.97,1.0,1.09,0.0,0.0,0.0,0.0,,-0.58,-0.26,31.0,,9990981.03,115,G365D,selfemployed,4.0,0
1511,0.38,1.12,1.23,1.59,0.0,0.0,0.0,0.0,,,-0.44,,42.0,659380.35,114,G365D,agriculture,65.0,0
1512,0.8,1.0,1.2,1.18,0.0,0.0,0.0,0.0,,-0.43,-0.57,71.0,,1675715.32,113,G365D,agriculture,29.0,0
1513,0.22,0.99,1.12,0.9,0.0,0.0,0.0,0.0,0.32,-0.23,-0.27,37.0,,23145.27,116,G365D,housewife,34.0,0
1514,0.58,1.54,0.99,1.8,0.0,2.0,0.010526316,0.009302326,,-0.35,0.06,12.0,,35334.53,51,G365D,student,30.0,0
1515,0.46,0.98,0.77,1.23,0.0,0.0,0.0,0.066666667,,,,,2.0,24908.2,113,G365D,salaried,33.0,0
1516,0.44,1.03,0.91,1.11,0.0,1.0,0.166666667,0.333333333,,,1.62,,,30183392.92,113,G365D,selfemployed,40.0,0
1517,0.53,1.0,,1.37,0.0,0.0,0.0,0.0,0.11,-0.38,-0.42,33.0,,6985870.06,114,G365D,housewife,38.0,0
1518,0.7,1.15,1.21,1.22,0.0,0.0,0.0,0.01754386,-0.51,,1.06,71.0,,2870219.89,115,G365D,student,25.0,0
1519,0.6,1.29,2.0,1.72,0.0,0.0,0.022222222,0.013157895,-0.38,,-0.67,12.0,,-6446562.97,113,G365D,salaried,28.0,0
1520,0.52,1.5,1.24,1.42,0.0,0.0,0.0,0.0,3.57,-0.18,-0.4,137.0,295.0,15339115.4,112,G365D,selfemployed,68.0,0
1521,0.62,1.01,1.28,0.86,0.0,1.0,0.0,0.5,-0.03,,-0.17,131.0,,4553658.97,115,G365D,selfemployed,68.0,0
1522,0.52,0.91,0.97,0.95,0.0,0.0,0.0,0.0,0.0,,-0.6,29.0,,99414.97,112,G365D,selfemployed,68.0,0
1523,0.39,1.03,0.74,1.07,0.0,0.0,0.0,0.0,0.54,,0.49,73.0,,4161.23,112,G365D,selfemployed,68.0,0
1524,0.2,1.0,0.0,3.38,0.0,0.0,0.230769231,0.0,-0.33,-0.18,0.18,8.0,,8656637.38,114,G365D,housewife,51.0,0
1525,0.46,0.98,1.04,1.02,0.0,0.0,0.0,0.0,-0.37,,-0.37,40.0,,96525.74,114,G365D,agriculture,28.0,0
1526,0.35,1.21,0.77,2.63,0.0,0.0,0.0,0.0,-0.03,-0.37,-0.54,149.0,286.0,64853.25,112,G365D,selfemployed,15.0,0
1527,,1.0,,,0.0,0.0,0.0,0.3125,-0.03,-0.45,-0.3,74.0,,227278.29,115,G365D,selfemployed,33.0,0
1528,0.53,0.95,1.09,0.99,0.0,0.0,0.0,0.047619048,-0.12,-0.05,-0.22,115.0,,2596416.95,113,G365D,student,25.0,0
1529,0.41,1.05,1.13,1.47,0.0,0.0,0.0,0.0,-0.18,0.13,0.14,134.0,,376023.91,112,G365D,housewife,44.0,0
1530,0.72,1.08,1.19,1.27,1.0,0.0,0.0,0.0,-0.04,2.14,-0.37,106.0,,9175.36,113,G365D,salaried,27.0,0
1531,0.38,0.71,1.07,0.78,1.0,0.0,0.0,0.0,,1.38,0.13,59.0,,208205.65,115,G365D,student,23.0,0
1532,0.47,1.11,0.86,1.21,0.0,0.0,0.0,0.0,-0.08,-0.08,-0.08,183.0,353.0,113884.12,112,G365D,selfemployed,31.0,0
1533,0.48,0.98,0.97,1.12,0.0,0.0,0.0,0.0,0.12,,-0.47,85.0,,5773703.58,115,G365D,salaried,11.0,0
1534,0.7,1.0,1.43,1.16,0.0,0.0,0.0,0.0,0.11,-0.4,-0.11,146.0,,6918544.71,114,G365D,salaried,10.0,0
1535,1.0,1.0,,2.0,1.0,0.0,0.049723757,0.009259259,0.2,0.01,0.07,49.0,,1818451.0,79,G365D,selfemployed,29.0,0
1536,0.59,1.67,0.68,2.56,0.0,0.0,0.0,0.0,,,-0.35,8.0,14.0,43418.52,112,G365D,selfemployed,34.0,0
1537,0.53,0.97,1.23,0.73,0.0,0.0,0.0,0.0,0.44,-0.18,-0.44,56.0,,11077.33,114,G365D,selfemployed,42.0,0
1538,0.83,1.26,1.0,1.35,1.0,0.0,0.0,0.0,-0.18,0.22,0.11,20.0,56.0,-148786001.1,115,G365D,agriculture,36.0,0
1539,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,-0.22,-0.52,-0.47,39.0,,21424.56,101,G365D,selfemployed,46.0,0
1540,0.61,1.16,0.86,1.47,0.0,0.0,0.0,0.5,,,-0.02,,21.0,1601108.86,115,G365D,selfemployed,42.0,0
1541,0.43,1.29,1.0,1.41,1.0,0.0,0.0,0.0,0.05,,-0.17,16.0,,237340.73,113,G365D,salaried,41.0,0
1542,0.5,0.73,1.02,0.7,0.0,0.0,0.0,0.0,,-0.41,-0.65,6.0,,563677.98,112,G365D,agriculture,39.0,0
1543,0.42,1.45,0.0,0.26,0.0,1.0,0.0,0.004464286,-0.29,-0.25,-0.42,149.0,349.0,224634.78,112,G365D,salaried,16.0,0
1544,0.47,1.05,1.15,1.36,0.0,0.0,0.0,0.0,,0.02,-0.16,12.0,31.0,1532657.0,114,G365D,agriculture,35.0,0
1545,0.47,0.89,0.99,0.37,0.0,0.0,0.0,0.0,-0.1,-0.07,-0.13,171.0,,2936256.37,113,G365D,selfemployed,41.0,0
1546,0.68,1.57,0.78,2.25,0.0,0.0,0.0,0.0,,0.0,0.0,,3.0,1471165.4,115,G365D,selfemployed,40.0,0
1547,0.37,1.3,0.91,1.32,0.0,0.0,0.0,0.0,-0.12,-0.38,-0.35,16.0,,314696.7,113,G365D,salaried,9.0,0
1548,0.48,1.11,1.01,1.0,0.0,0.0,0.0,0.0,-0.13,-0.17,-0.23,75.0,,9065003.93,114,G365D,agriculture,44.0,0
1549,0.82,0.91,1.04,0.59,0.0,0.0,0.0,0.0,0.04,-0.33,-0.28,154.0,,3868766.48,111,G365D,selfemployed,2.0,0
1550,0.41,0.88,0.77,0.94,0.0,0.0,0.0,0.0,-0.53,0.1,0.05,1027.0,,51839.65,113,G365D,student,28.0,0
1551,0.51,1.25,1.03,1.11,0.0,0.0,0.0,0.0,0.01,1.5,-0.04,167.0,,410866.47,112,G365D,agriculture,47.0,0
1552,0.45,1.9,1.13,2.46,0.0,0.0,0.0,0.0,-0.17,-0.32,-0.44,153.0,,2499.91,113,G365D,student,26.0,0
1553,0.46,1.19,1.1,1.02,0.0,1.0,0.133333333,0.105263158,,-0.11,-0.39,28.0,,132784.65,111,G365D,salaried,45.0,0
1554,0.46,1.0,1.05,1.11,1.0,0.0,0.0,0.0,-0.25,-0.39,-0.29,123.0,,920608.22,111,G365D,student,27.0,0
1555,0.41,1.54,1.27,1.67,0.0,0.0,0.0,0.0,0.02,-0.24,-0.08,43.0,,339094.73,111,G365D,agriculture,34.0,0
1556,0.58,1.82,0.26,2.11,0.0,0.0,0.0,0.0,-0.2,,-0.58,36.0,,62408.8,112,G365D,student,30.0,0
1557,0.49,0.88,1.02,0.88,0.0,0.0,0.0,0.0,-0.31,-0.2,-0.5,81.0,,-27010243.53,114,G365D,selfemployed,13.0,0
1558,0.57,1.08,0.94,0.8,0.0,0.0,0.0,0.02020202,0.03,,-0.18,24.0,,131538.49,111,G365D,agriculture,38.0,0
1559,0.37,0.94,1.51,1.29,0.0,1.0,0.0,0.00625,-0.1,-0.22,-0.32,137.0,,2024.83,111,G365D,selfemployed,34.0,0
1560,0.3,1.51,1.73,3.14,1.0,0.0,0.0,0.0,,,0.0,,1.0,3334093.72,112,G365D,agriculture,12.0,0
1561,0.63,1.39,1.14,1.52,0.0,0.0,0.0,0.073033708,0.13,,-0.23,50.0,,491899.15,113,G365D,student,28.0,0
1562,0.52,1.16,0.91,1.52,0.0,0.0,0.0,0.0,-0.31,0.29,-0.36,106.0,223.0,139529.81,111,G365D,agriculture,39.0,0
1563,0.61,0.65,0.76,1.65,0.0,0.0,0.0,0.0,-0.08,0.27,0.33,74.0,,-936327.23,112,G365D,agriculture,27.0,0
1564,0.47,1.49,1.08,0.81,0.0,0.0,0.0,0.012738854,0.08,0.11,-0.31,178.0,,-350080048.0,113,G365D,housewife,33.0,0
1565,0.56,1.5,1.67,0.07,1.0,0.0,0.0,0.0,-0.21,-0.04,-0.12,481.0,,14323.89,111,G365D,selfemployed,50.0,0
1566,0.55,0.97,0.95,1.38,0.0,0.0,0.0,0.0,0.1,0.27,-0.49,59.0,,309771.37,113,G365D,agriculture,40.0,0
1567,1.0,1.33,0.89,1.33,0.0,0.0,0.0,0.0,,-0.11,0.41,7.0,,-3978021.41,113,G365D,housewife,44.0,0
1568,0.55,1.29,0.75,1.53,0.0,0.0,0.0,0.75,-0.17,0.0,0.19,100.0,,272500.31,113,G365D,salaried,34.0,0
1569,0.53,1.42,0.86,1.57,0.0,0.0,0.0,0.0,-0.34,-0.28,-0.26,58.0,,6449269.98,111,G365D,salaried,45.0,0
1570,0.52,1.13,0.85,2.5,0.0,0.0,0.0,0.0,-0.03,,-0.4,90.0,,580313.64,113,G365D,selfemployed,43.0,0
1571,0.51,0.95,0.95,1.01,0.0,0.0,0.0,0.0,,-0.55,-0.6,25.0,,3041060.64,113,G365D,selfemployed,28.0,0
1572,0.54,1.12,0.93,1.08,0.0,0.0,0.0,0.0,,,0.07,,,2094703.49,113,G365D,selfemployed,43.0,0
1573,0.63,1.36,1.0,1.5,0.0,0.0,0.083333333,0.333333333,,-0.43,-0.8,11.0,29.0,172217.12,112,G365D,agriculture,31.0,0
1574,0.59,1.07,1.01,0.92,0.0,0.0,0.0,0.034482759,-0.27,-0.47,-0.49,108.0,,1163571.38,111,G365D,student,25.0,0
1575,0.58,1.32,1.36,0.97,0.0,0.0,0.0,0.0,0.02,-0.42,-0.35,151.0,295.0,40814.64,111,G365D,selfemployed,28.0,0
1576,0.36,1.16,1.21,0.94,0.0,1.0,0.1,0.036363636,0.03,,-0.26,44.0,98.0,83239.9,113,G365D,selfemployed,41.0,0
1577,0.38,1.07,1.38,0.64,0.0,0.0,0.0,0.0,-0.28,3.64,0.36,84.0,,1225373.28,111,G365D,salaried,42.0,0
1578,0.65,1.13,1.0,1.51,0.0,0.0,0.0,0.0,-0.04,-0.34,-0.43,68.0,159.0,9146.38,112,G365D,selfemployed,37.0,0
1579,0.75,1.72,1.5,5.75,0.0,0.0,0.0,0.0,,,0.0,,1.0,185521.11,104,G365D,salaried,31.0,0
1580,0.49,1.06,0.74,1.07,0.0,0.0,0.0,0.011764706,1.39,-0.55,-0.27,97.0,,6347365.36,110,G365D,student,29.0,0
1581,0.61,1.11,0.93,1.46,0.0,0.0,0.0,0.0,0.09,7.48,0.05,130.0,348.0,1151900.01,112,G365D,selfemployed,38.0,0
1582,0.7,1.53,1.17,2.11,0.0,0.0,0.0,0.0,,-0.37,-0.41,15.0,,332760.85,112,G365D,student,25.0,0
1583,0.53,1.0,1.08,0.93,1.0,0.0,0.0,0.006024096,-0.13,-0.08,-0.31,143.0,266.0,2582.94,112,G365D,selfemployed,40.0,0
1584,0.48,1.43,0.64,2.17,0.0,1.0,0.0,0.5,-0.13,,-0.77,22.0,,108266.79,111,G365D,selfemployed,33.0,0
1585,0.55,0.8,0.49,1.7,0.0,0.0,0.0,0.0,,-0.41,-0.22,25.0,,6402690.86,113,G365D,housewife,60.0,0
1586,0.44,1.06,0.84,1.08,0.0,0.0,0.0,0.0,-0.12,,-0.08,33.0,,378839.8,110,G365D,agriculture,32.0,0
1587,0.5,1.18,1.17,1.19,0.0,0.0,0.0,0.0,-0.24,-0.27,-0.44,106.0,,353213.35,110,G365D,selfemployed,25.0,0
1588,0.35,1.0,1.2,2.15,0.0,0.0,0.0,0.0,0.05,-0.09,-0.17,174.0,,69374.5,112,G365D,salaried,30.0,0
1589,0.78,1.6,1.13,0.56,0.0,0.0,0.0,0.0,0.16,-0.47,-0.63,42.0,,173634.08,110,G365D,salaried,34.0,0
1590,0.57,0.64,1.27,0.35,0.0,0.0,0.0,0.006920415,,-0.01,-0.06,19.0,,5488461.35,110,G365D,salaried,42.0,0
1591,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.15,,-0.32,28.0,,100499.1,110,G365D,student,25.0,0
1592,0.42,1.27,1.11,1.64,0.0,0.0,0.0,0.0,-0.05,-0.55,-0.71,133.0,,4178336.92,111,G365D,housewife,55.0,0
1593,0.51,1.53,1.03,2.35,0.0,0.0,0.0,0.055555556,0.02,-0.47,0.06,169.0,320.0,113773.41,111,G365D,student,27.0,0
1594,0.58,1.36,1.06,1.66,0.0,0.0,0.03030303,0.0,,0.0,-0.08,11.0,11.0,9531.05,112,G365D,selfemployed,50.0,0
1595,0.93,1.22,0.93,1.29,1.0,0.0,0.0,0.001531394,,0.0,4.01,6.0,6.0,208632.34,110,G365D,agriculture,31.0,0
1596,0.4,1.25,1.07,1.63,0.0,0.0,0.0,0.0,-0.29,0.54,0.1,33.0,71.0,595572.17,112,G365D,student,24.0,0
1597,0.37,2.12,3.62,0.01,0.0,0.0,0.0,0.0,0.16,,-0.24,90.0,,2481294.08,110,G365D,housewife,39.0,0
1598,0.52,1.24,0.92,1.38,1.0,0.0,0.0,0.0,0.05,-0.57,-0.51,39.0,,37998.44,111,G365D,student,26.0,0
1599,0.46,1.09,0.98,1.15,0.0,0.0,0.0,0.0,-0.22,-0.41,-0.62,49.0,84.0,4993030.72,112,G365D,selfemployed,35.0,0
1600,0.47,1.13,0.83,1.85,0.0,0.0,0.0,0.0,,-0.77,-0.84,19.0,,15499026.32,113,G365D,agriculture,41.0,0
1601,0.5,1.37,0.92,2.52,0.0,0.0,0.0,0.0,0.04,-0.4,-0.46,69.0,,89078.4,113,G365D,selfemployed,10.0,0
1602,0.56,0.92,0.94,0.99,0.0,0.0,0.0,0.0,0.31,-0.34,-0.74,100.0,,110353320.2,111,G365D,housewife,34.0,0
1603,0.53,1.74,1.31,1.22,0.0,0.0,0.0,0.0,,-0.53,-0.57,27.0,118.0,84618978.75,110,G365D,student,29.0,0
1604,0.69,1.37,0.9,1.12,0.0,0.0,0.25,0.25,,,0.0,15.0,15.0,7953025.89,112,G365D,selfemployed,8.0,0
1605,0.53,0.84,1.04,0.7,0.0,0.0,0.0,0.0,0.01,-0.22,-0.42,123.0,,210526.76,111,G365D,housewife,57.0,0
1606,1.0,1.23,0.95,1.4,0.0,0.0,0.0,0.014925373,0.08,0.02,-0.07,248.0,,337541.8,113,G365D,student,24.0,0
1607,0.73,1.3,1.05,1.27,0.0,0.0,0.0,0.045454545,0.19,-0.55,-0.03,53.0,165.0,3142104.16,111,G365D,student,30.0,0
1608,0.44,1.22,1.14,1.0,0.0,1.0,0.0,0.052631579,-0.28,-0.16,-0.52,68.0,,13954.71,112,G365D,selfemployed,50.0,0
1609,0.46,2.47,1.88,4.95,0.0,0.0,0.0,0.003824092,0.05,-0.26,-0.08,30.0,,110561.28,112,G365D,selfemployed,50.0,0
1610,0.27,2.0,1.28,4.87,1.0,0.0,0.0,0.0,0.1,,-0.47,67.0,,1000033.96,110,G365D,selfemployed,75.0,0
1611,1.0,1.11,0.95,1.13,0.0,2.0,0.0,1.0,0.19,,0.02,102.0,,1090052.82,112,G365D,salaried,23.0,0
1612,0.38,0.96,1.23,1.08,0.0,2.0,0.0,0.019230769,0.4,,0.17,60.0,,2558908.04,113,G365D,selfemployed,51.0,0
1613,0.3,1.41,1.65,0.98,0.0,0.0,0.0,0.0,0.01,0.0,-0.02,97.0,148.0,477638.04,111,G365D,selfemployed,46.0,0
1614,0.39,1.23,0.92,0.9,0.0,0.0,0.0,0.0,0.01,511.43,-0.34,53.0,,1031259.41,110,G365D,student,37.0,0
1615,0.62,1.45,1.27,1.89,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,24398869.18,110,G365D,selfemployed,40.0,0
